S/N,Warehouse,Order date,Delivery date,Customer,Zipcode
7738,Pittsburgh Mills,7/28/2022 15:16,08/03/2022 17:48,166887,15221
7739,Butler,7/28/2022 16:03,08/02/2022 13:34,216352,15211
7740,Butler,7/28/2022 16:50,08/01/2022 15:55,659,15301
7741,McKees Rocks,7/28/2022 19:14,08/01/2022 09:14,11396,15220
7742,Pittsburgh Mills,7/28/2022 19:14,08/01/2022 09:16,11396,15220
7743,Butler,7/28/2022 19:14,08/03/2022 15:59,11396,15220
7744,Washington,7/28/2022 19:17,08/01/2022 09:16,11396,15220
7745,Washington,7/28/2022 20:09,7/29/2022 17:44,209113,15017
7746,Pittsburgh Mills,7/28/2022 21:59,08/01/2022 13:57,9032,15241
7747,Washington,7/28/2022 22:00,08/05/2022 14:41,40694,15120
7748,Butler,7/28/2022 22:01,08/02/2022 13:13,184734,15226
7749,Washington,7/28/2022 22:03,08/02/2022 17:54,110854,15236
7750,Pittsburgh Mills,7/28/2022 22:05,08/02/2022 17:53,110854,15236
7751,Pittsburgh Mills,7/28/2022 22:07,08/01/2022 19:10,114211,15017
7752,McKees Rocks,7/28/2022 22:08,08/02/2022 11:55,176385,15342
7753,Pittsburgh Mills,7/28/2022 22:11,08/02/2022 12:32,194776,15216
7754,Butler,7/28/2022 22:13,08/02/2022 12:32,194776,15216
7755,Pittsburgh Mills,7/28/2022 22:16,08/02/2022 17:12,21163,15236
7756,Washington Big Box,7/28/2022 22:17,08/01/2022 09:34,175023,15212
7757,Butler,7/28/2022 22:17,08/01/2022 13:56,9032,15241
7758,Pittsburgh Mills,7/28/2022 22:21,08/01/2022 15:06,67652,15317
7759,Beaver,7/28/2022 23:13,08/02/2022 17:17,198909,15236
7760,Butler,7/28/2022 23:36,08/03/2022 17:26,87746,15235
7761,Pittsburgh Mills,7/28/2022 23:47,08/02/2022 18:41,127975,15221
7762,Washington,7/28/2022 6:06,7/29/2022 10:38,184734,15226
7763,Washington,7/28/2022 6:16,7/29/2022 12:20,213153,15220
7764,Beaver,7/28/2022 6:27,08/02/2022 13:39,79482,15212
7765,Pittsburgh Mills,7/28/2022 6:37,08/02/2022 17:35,147638,15236
7766,Butler,7/28/2022 6:54,08/01/2022 14:14,2817,15241
7767,Washington,7/28/2022 6:54,08/01/2022 14:15,2817,15241
7768,Pittsburgh Mills,7/28/2022 6:55,08/01/2022 14:14,2817,15241
7769,Butler,7/28/2022 7:03,08/03/2022 10:14,213320,15237
7770,Pittsburgh Mills,7/28/2022 7:04,08/03/2022 10:15,213320,15237
7771,Beaver,7/28/2022 7:04,08/03/2022 10:09,213320,15237
7772,McKees Rocks,7/28/2022 7:08,7/28/2022 11:15,213320,15237
7773,Butler,7/28/2022 7:10,7/28/2022 18:44,14443,15227
7774,Washington Big Box,7/28/2022 7:29,7/29/2022 14:59,32648,15243
7775,Washington,7/28/2022 7:49,7/29/2022 11:21,139691,15205
7776,Pittsburgh Mills,7/28/2022 7:51,08/01/2022 12:55,94633,15044
7777,McKees Rocks,7/28/2022 9:11,7/29/2022 15:42,30707,15090
7778,Washington,7/28/2022 9:47,08/01/2022 09:59,155930,15237
7779,Pittsburgh Mills,7/28/2022 9:49,08/01/2022 10:00,155930,15237
7780,McKees Rocks,7/29/2021 0:54,7/29/2021 18:49,2223,15317
7781,Washington,7/29/2021 10:23,08/02/2021 19:32,11396,15211
7782,Washington,7/29/2021 16:48,08/02/2021 19:32,2223,15317
7783,Butler,7/29/2021 19:43,08/02/2021 19:32,16698,15212
7784,McKees Rocks,7/29/2021 20:16,08/02/2021 19:32,1291,15301
7785,Butler,7/29/2021 20:47,08/02/2021 19:32,3139,15044
7786,Beaver,7/29/2021 7:48,08/02/2021 19:32,2817,15241
7787,Butler,7/29/2021 7:51,7/29/2021 18:49,2817,15241
7788,Washington,7/29/2022 10:06,08/03/2022 14:57,52889,15044
7789,Washington Big Box,7/29/2022 10:14,08/02/2022 13:06,2374,15212
7790,Pittsburgh Mills,7/29/2022 11:18,08/03/2022 12:29,47165,15233
7791,Pittsburgh Mills,7/29/2022 11:30,08/03/2022 10:17,95563,15241
7792,Pittsburgh Mills,7/29/2022 12:00,08/03/2022 15:39,15619,15216
7793,Butler,7/29/2022 12:00,08/02/2022 13:01,15619,15216
7794,Butler,7/29/2022 12:13,08/02/2022 12:54,174594,15212
7795,Washington,7/29/2022 12:33,08/02/2022 12:40,197610,15220
7796,Butler,7/29/2022 12:36,08/02/2022 10:55,198832,15203
7797,Butler,7/29/2022 12:48,08/02/2022 12:23,3567,15301
7798,Butler,7/29/2022 13:01,08/02/2022 11:51,214149,15227
7799,Pittsburgh Mills,7/29/2022 15:02,08/03/2022 16:01,11396,15220
7800,Butler,7/29/2022 15:03,08/03/2022 16:00,11396,15220
7801,Beaver,7/29/2022 15:19,08/02/2022 12:50,212831,15220
7802,Washington,7/29/2022 18:59,08/03/2022 13:05,155930,15237
7803,Washington,7/29/2022 2:25,08/03/2022 10:52,195893,15143
7804,Beaver,7/29/2022 2:43,08/02/2022 13:02,2374,15212
7805,Butler,7/29/2022 20:35,08/02/2022 10:39,98234,15217
7806,Pittsburgh Mills,7/29/2022 22:09,08/03/2022 12:55,172504,15017
7807,McKees Rocks,7/29/2022 22:13,08/04/2022 13:42,176385,15342
7808,Pittsburgh Mills,7/29/2022 22:27,08/04/2022 12:03,125545,15129
7809,Butler,7/29/2022 22:28,08/02/2022 12:04,73025,15234
7810,Washington Big Box,7/29/2022 22:30,08/02/2022 16:33,45903,15241
7811,Washington,7/29/2022 22:33,08/01/2022 18:15,148974,15317
7812,Beaver,7/29/2022 22:34,08/02/2022 16:46,217023,15102
7813,Butler,7/29/2022 22:43,08/02/2022 12:21,39417,15228
7814,Pittsburgh Mills,7/29/2022 22:54,08/03/2022 10:29,109070,15237
7815,McKees Rocks,7/29/2022 23:19,08/03/2022 10:53,195893,15143
7816,Pittsburgh Mills,7/29/2022 23:20,08/03/2022 10:54,195893,15143
7817,Beaver,7/29/2022 23:20,08/03/2022 10:52,195893,15143
7818,Pittsburgh Mills,7/29/2022 23:22,08/03/2022 14:45,214,15220
7819,Washington,7/29/2022 23:23,08/02/2022 11:44,11565,15317
7820,Pittsburgh Mills,7/29/2022 23:48,08/03/2022 10:51,9032,15241
7821,Pittsburgh Mills,7/29/2022 5:10,08/02/2022 11:13,7417,15210
7822,Butler,7/29/2022 6:16,08/02/2022 13:53,142762,15205
7823,Butler,7/29/2022 7:44,08/01/2022 14:36,99441,15102
7824,Pittsburgh Mills,7/29/2022 7:51,08/02/2022 13:32,200923,15212
7825,McKees Rocks,7/29/2022 7:53,08/02/2022 16:05,12846,15106
7826,Pittsburgh Mills,7/29/2022 8:01,08/03/2022 14:49,11209,15220
7827,Beaver,7/29/2022 8:16,08/03/2022 10:12,213320,15237
7828,Washington,7/29/2022 8:18,08/03/2022 10:16,213320,15237
7829,Washington,7/29/2022 8:23,08/02/2022 10:56,209832,15203
7830,Pittsburgh Mills,7/29/2022 8:59,08/04/2022 11:40,151458,15236
7831,Beaver,7/29/2022 9:23,08/03/2022 13:46,137482,15224
7832,Washington,7/29/2022 9:26,08/02/2022 13:23,160498,15216
7833,Pittsburgh Mills,7/29/2022 9:38,08/04/2022 12:47,564,15317
7834,Butler,7/30/2021 10:55,08/02/2021 19:32,3139,15044
7835,Beaver,7/30/2021 11:31,08/05/2021 17:07,2223,15317
7836,Washington,7/30/2021 11:32,08/02/2021 19:32,2223,15317
7837,McKees Rocks,7/30/2021 11:35,08/02/2021 19:32,2223,15317
7838,Butler,7/30/2021 19:34,08/02/2021 19:32,23907,15216
7839,Butler,7/30/2021 19:43,08/03/2021 17:42,1291,15301
7840,Washington,7/30/2021 20:19,08/02/2021 20:02,12392,15017
7841,McKees Rocks,7/30/2021 23:01,08/02/2021 19:32,9032,15241
7842,Butler,7/30/2021 23:02,08/02/2021 19:32,9032,15241
7843,Washington,7/30/2021 8:12,08/02/2021 19:32,2817,15241
7844,McKees Rocks,7/30/2021 8:13,08/02/2021 19:32,2817,15241
7845,Beaver,7/30/2021 8:16,08/05/2021 17:07,2956,15241
7846,Butler,7/30/2021 8:17,08/02/2021 19:32,2956,15241
7847,McKees Rocks,7/30/2021 8:17,08/02/2021 19:32,2956,15241
7848,Washington,7/30/2021 8:18,08/02/2021 19:32,2956,15241
7849,Beaver,7/30/2021 8:31,08/04/2021 18:39,24338,15228
7850,Pittsburgh Mills,7/30/2022 1:50,08/03/2022 15:24,184734,15226
7851,Beaver,7/30/2022 11:12,08/03/2022 14:55,52889,15044
7852,Washington,7/30/2022 11:13,08/02/2022 17:53,110854,15236
7853,Pittsburgh Mills,7/30/2022 14:16,08/03/2022 14:15,118074,15106
7854,McKees Rocks,7/30/2022 14:26,08/03/2022 14:06,188175,15201
7855,Beaver,7/30/2022 15:43,08/02/2022 11:26,205765,15227
7856,Butler,7/30/2022 16:39,08/01/2022 15:55,659,15301
7857,Washington,7/30/2022 2:07,08/03/2022 13:50,137482,15224
7858,Washington Big Box,7/30/2022 21:38,08/01/2022 18:39,175604,15321
7859,McKees Rocks,7/30/2022 6:56,08/03/2022 15:23,209946,15044
7860,Butler,7/30/2022 7:28,08/02/2022 14:55,101083,15205
7861,Washington,7/30/2022 7:29,08/02/2022 14:57,101083,15205
7862,Butler,7/30/2022 7:52,08/02/2022 15:53,169240,15106
7863,Butler,7/30/2022 8:27,08/02/2022 10:28,194618,15218
7864,Pittsburgh Mills,7/30/2022 9:02,08/04/2022 10:46,52221,15227
7865,Butler,7/30/2022 9:05,08/01/2022 15:14,2681,15301
7866,Beaver,7/30/2022 9:06,08/02/2022 11:18,208367,15241
7867,Butler,7/30/2022 9:14,08/01/2022 19:11,114211,15017
7868,Butler,7/31/2021 22:52,08/02/2021 19:32,11396,15211
7869,McKees Rocks,7/31/2021 23:01,08/02/2021 19:32,11396,15211
7870,Beaver,7/31/2021 23:02,08/04/2021 18:13,11396,15211
7871,Butler,7/31/2021 23:16,08/02/2021 19:32,16698,15212
7872,Butler,7/31/2021 8:17,08/02/2021 19:32,24338,15228
7873,Beaver,7/31/2022 12:16,08/03/2022 13:40,209113,15017
7874,Pittsburgh Mills,7/31/2022 13:41,08/04/2022 14:32,16380,15202
7875,Washington,7/31/2022 13:44,08/02/2022 13:49,16380,15202
7876,Butler,7/31/2022 14:57,08/01/2022 19:19,209113,15017
7877,Butler,7/31/2022 15:08,08/02/2022 17:05,11658,15129
7878,McKees Rocks,7/31/2022 18:02,08/04/2022 13:03,207438,15317
7879,Beaver,7/31/2022 19:44,08/02/2022 12:07,215338,15342
7880,Pittsburgh Mills,7/31/2022 4:01,08/03/2022 15:51,111071,15220
7881,Butler,7/31/2022 9:24,08/03/2022 17:57,172974,15071
7882,McKees Rocks,8/13/2021 19:14,8/17/2021 15:42,11565,15317
7883,McKees Rocks,8/13/2021 19:42,8/17/2021 15:08,2223,15317
7884,McKees Rocks,8/13/2021 19:50,8/17/2021 16:00,728,15301
7885,Butler,8/13/2021 20:02,8/19/2021 10:31,2956,15241
7886,Beaver,8/13/2021 20:03,8/19/2021 10:32,2956,15241
7887,Butler,8/13/2021 20:10,8/20/2021 10:26,7679,15044
7888,Washington,8/13/2021 7:19,8/13/2021 18:26,24338,15228
7889,Butler,8/13/2021 7:20,8/13/2021 17:45,9032,15241
7890,Washington,8/13/2021 7:49,8/13/2021 17:33,2817,15241
7891,Butler,8/13/2021 7:50,8/13/2021 17:38,2817,15241
7892,Beaver,8/13/2021 7:50,8/19/2021 11:05,2817,15241
7893,McKees Rocks,8/13/2021 8:36,8/19/2021 11:24,2817,15241
7894,Washington,8/13/2021 9:08,8/17/2021 15:26,2223,15317
7895,Washington,8/13/2021 9:12,8/16/2021 18:16,2817,15241
7896,Washington,8/13/2022 0:04,8/16/2022 16:58,195893,15143
7897,Beaver,8/13/2022 0:04,8/16/2022 16:59,195893,15143
7898,Washington,8/13/2022 10:02,8/15/2022 12:45,182414,15236
7899,Butler,8/13/2022 10:03,8/16/2022 11:45,2817,15241
7900,Washington,8/13/2022 10:03,8/16/2022 11:46,2817,15241
7901,Washington Big Box,8/13/2022 10:23,8/16/2022 17:09,224992,15143
7902,Butler,8/13/2022 10:43,8/16/2022 15:23,108743,15236
7903,Washington,8/13/2022 10:44,8/16/2022 15:23,108743,15236
7904,Washington,8/13/2022 11:37,8/15/2022 12:19,39417,15228
7905,Pittsburgh Mills,8/13/2022 12:19,8/16/2022 11:10,157974,15228
7906,Butler,8/13/2022 13:01,8/16/2022 10:32,15619,15216
7907,Pittsburgh Mills,8/13/2022 13:01,8/17/2022 11:56,24151,15236
7908,Washington,8/13/2022 14:03,8/16/2022 13:46,1132,15217
7909,Pittsburgh Mills,8/13/2022 14:05,8/16/2022 13:47,1132,15217
7910,Washington Big Box,8/13/2022 15:41,8/15/2022 11:48,209113,15017
7911,Washington,8/13/2022 17:29,8/17/2022 11:47,146545,15236
7912,Butler,8/13/2022 23:30,8/16/2022 11:25,79926,15201
7913,Washington,8/13/2022 4:53,8/16/2022 10:04,99368,15221
7914,Washington,8/13/2022 6:32,8/16/2022 13:16,175408,15143
7915,Pittsburgh Mills,8/13/2022 6:33,8/16/2022 13:17,175408,15143
7916,McKees Rocks,8/13/2022 6:33,8/16/2022 13:18,175408,15143
7917,Butler,8/13/2022 6:34,8/16/2022 13:18,175408,15143
7918,Butler,8/13/2022 7:11,8/16/2022 10:46,186144,15237
7919,Washington Big Box,8/13/2022 8:25,8/15/2022 13:23,37732,15210
7920,Pittsburgh Mills,8/13/2022 8:33,8/16/2022 10:39,43669,15237
7921,Pittsburgh Mills,8/13/2022 8:51,8/16/2022 13:38,3567,15301
7922,Butler,8/13/2022 8:57,8/23/2022 16:02,54801,15106
7923,McKees Rocks,8/13/2022 9:06,8/16/2022 15:54,52221,15227
7924,Washington,8/13/2022 9:07,8/16/2022 12:14,564,15317
7925,Pittsburgh Mills,8/13/2022 9:08,8/16/2022 12:15,564,15317
7926,Washington,8/13/2022 9:27,8/16/2022 12:53,166869,15237
7927,Pittsburgh Mills,8/13/2022 9:27,8/19/2022 15:43,166869,15237
7928,Pittsburgh Mills,8/13/2022 9:35,8/17/2022 12:37,54521,15106
7929,Washington,8/13/2022 9:37,8/17/2022 12:36,54521,15106
7930,Butler,8/14/2021 21:54,8/16/2021 16:36,3567,15301
7931,Pittsburgh Mills,8/14/2022 14:36,8/16/2022 10:34,15619,15216
7932,Washington,8/14/2022 16:14,8/16/2022 10:47,13544,15220
7933,Washington,8/14/2022 19:09,8/16/2022 10:17,230810,15216
7934,Butler,8/14/2022 20:57,8/16/2022 10:01,18127,15221
7935,Pittsburgh Mills,8/14/2022 6:52,8/16/2022 15:08,40423,15220
7936,Butler,8/14/2022 6:53,8/16/2022 15:08,40423,15220
7937,Butler,8/14/2022 9:25,8/16/2022 13:26,17132,15301
7938,Washington Big Box,8/14/2022 9:46,8/15/2022 13:00,183567,15227
7939,Washington,8/14/2022 9:50,8/16/2022 11:05,11456,15209
7940,Washington,8/15/2021 2:10,8/17/2021 20:27,11658,15129
7941,Butler,8/15/2021 2:10,8/17/2021 20:26,11658,15129
7942,Butler,8/15/2021 22:42,8/17/2021 18:19,8240,15317
7943,Washington,8/15/2022 12:27,8/17/2022 12:32,224901,15203
7944,Washington,8/15/2022 13:08,8/18/2022 12:19,11396,15220
7945,Butler,8/15/2022 13:09,8/18/2022 12:18,11396,15220
7946,Washington,8/15/2022 13:50,8/17/2022 11:34,67838,15057
7947,Butler,8/15/2022 17:35,8/18/2022 9:39,15030,15220
7948,Butler,8/15/2022 17:39,8/18/2022 10:17,33781,15234
7949,McKees Rocks,8/15/2022 17:41,8/17/2022 11:16,33781,15234
7950,Washington,8/15/2022 17:42,8/17/2022 11:17,33781,15234
7951,Washington,8/15/2022 18:17,8/16/2022 15:14,57896,15102
7952,Pittsburgh Mills,8/15/2022 19:40,8/18/2022 10:25,119846,15236
7953,Beaver,8/15/2022 21:16,8/17/2022 11:19,124728,15055
7954,Butler,8/15/2022 21:33,8/18/2022 11:30,76891,15243
7955,Beaver,8/15/2022 21:34,8/17/2022 8:39,23451,15232
7956,Pittsburgh Mills,8/15/2022 21:38,8/17/2022 15:17,24342,15237
7957,Pittsburgh Mills,8/15/2022 22:06,8/23/2022 14:10,227505,15367
7958,McKees Rocks,8/15/2022 22:10,8/17/2022 9:08,17362,15237
7959,Butler,8/15/2022 22:26,8/18/2022 15:37,2956,15241
7960,Beaver,8/15/2022 22:37,8/23/2022 13:58,2303,15367
7961,Pittsburgh Mills,8/15/2022 23:09,8/18/2022 15:06,564,15317
7962,Pittsburgh Mills,8/15/2022 8:22,8/19/2022 12:38,227895,15044
7963,Beaver,8/16/2021 10:00,8/19/2021 11:05,2817,15241
7964,Beaver,8/16/2021 19:14,8/19/2021 12:00,2223,15317
7965,Washington,8/16/2021 19:16,8/19/2021 11:56,2223,15317
7966,McKees Rocks,8/16/2021 19:47,8/19/2021 11:46,17087,15367
7967,Washington,8/16/2021 19:48,8/19/2021 11:46,17087,15367
7968,Butler,8/16/2021 19:49,8/19/2021 11:46,17087,15367
7969,Butler,8/16/2021 20:05,8/18/2021 16:32,12392,15017
7970,Washington,8/16/2021 20:06,8/18/2021 16:31,12392,15017
7971,Washington,8/16/2021 20:10,8/17/2021 18:20,8240,15317
7972,Beaver,8/16/2021 20:10,8/19/2021 10:32,2956,15241
7973,Butler,8/16/2021 20:11,8/19/2021 10:31,2956,15241
7974,Beaver,8/16/2021 8:30,8/19/2021 10:46,9032,15241
7975,Washington,8/16/2021 8:30,8/19/2021 11:46,9032,15241
7976,Washington,8/16/2021 9:59,8/19/2021 11:06,2817,15241
7977,Butler,8/16/2021 9:59,8/19/2021 11:05,2817,15241
7978,Pittsburgh Mills,8/16/2022 10:07,8/17/2022 13:07,40658,15219
7979,Washington,8/16/2022 10:29,8/18/2022 11:36,223149,15218
7980,Butler,8/16/2022 10:30,8/18/2022 11:37,223149,15218
7981,Beaver,8/16/2022 10:38,8/18/2022 12:19,233970,15017
7982,Pittsburgh Mills,8/16/2022 11:32,8/19/2022 10:07,224901,15203
7983,Washington,8/16/2022 11:37,8/19/2022 12:16,131825,15044
7984,Pittsburgh Mills,8/16/2022 11:49,8/17/2022 15:35,119778,15214
7985,Washington Big Box,8/16/2022 11:50,8/17/2022 15:33,119778,15214
7986,Pittsburgh Mills,8/16/2022 11:53,8/17/2022 12:15,149751,15239
7987,Beaver,8/16/2022 12:36,8/18/2022 12:48,8415,15317
7988,Washington Big Box,8/16/2022 14:10,8/17/2022 15:50,2374,15212
7989,Beaver,8/16/2022 14:11,8/18/2022 11:24,2374,15212
7990,Washington,8/16/2022 14:51,8/18/2022 9:27,222390,15106
7991,Washington,8/16/2022 14:52,8/18/2022 15:46,112469,15102
7992,Pittsburgh Mills,8/16/2022 17:24,8/17/2022 13:23,230810,15216
7993,Butler,8/16/2022 17:58,8/18/2022 11:16,54673,15243
7994,Pittsburgh Mills,8/16/2022 17:59,8/18/2022 11:14,54673,15243
7995,Pittsburgh Mills,8/16/2022 21:33,8/18/2022 13:06,224384,15235
7996,Beaver,8/16/2022 21:51,8/18/2022 10:37,151458,15236
7997,Beaver,8/16/2022 21:59,8/18/2022 11:25,192638,15243
7998,Beaver,8/16/2022 21:59,8/18/2022 11:16,179623,15221
7999,Washington,8/16/2022 22:07,8/18/2022 9:57,184734,15226
8000,Pittsburgh Mills,8/16/2022 22:07,8/18/2022 9:56,184734,15226
8001,Beaver,8/16/2022 22:07,8/18/2022 11:54,91505,15205
8002,Pittsburgh Mills,8/16/2022 22:13,8/18/2022 9:49,23907,15216
8003,McKees Rocks,8/16/2022 22:13,8/18/2022 11:17,179623,15221
8004,Pittsburgh Mills,8/16/2022 22:27,8/17/2022 12:17,228462,15239
8005,Pittsburgh Mills,8/16/2022 23:06,8/19/2022 14:26,52785,15237
8006,Butler,8/16/2022 23:09,8/18/2022 12:53,29206,15317
8007,Beaver,8/16/2022 23:44,8/19/2022 14:58,149845,15143
8008,Pittsburgh Mills,8/16/2022 23:47,8/18/2022 8:45,204050,15232
8009,Washington Big Box,8/16/2022 23:52,8/18/2022 15:05,564,15317
8010,Beaver,8/16/2022 5:28,8/17/2022 13:28,40423,15220
8011,Pittsburgh Mills,8/16/2022 5:29,8/18/2022 11:48,40423,15220
8012,Washington Big Box,8/16/2022 5:29,8/17/2022 13:26,40423,15220
8013,Butler,8/16/2022 5:29,8/18/2022 11:43,40423,15220
8014,Pittsburgh Mills,8/16/2022 6:11,8/18/2022 11:27,99368,15221
8015,Butler,8/16/2022 6:17,8/18/2022 10:05,175408,15143
8016,Washington Big Box,8/16/2022 6:45,8/17/2022 12:20,14443,15227
8017,McKees Rocks,8/16/2022 6:48,8/18/2022 11:03,106228,15237
8018,Pittsburgh Mills,8/16/2022 7:23,8/19/2022 9:49,126715,15207
8019,Butler,8/16/2022 7:45,8/18/2022 11:26,18127,15221
8020,Pittsburgh Mills,8/16/2022 7:45,8/19/2022 13:55,30707,15090
8021,Washington,8/16/2022 9:37,8/18/2022 13:13,136760,15342
8022,Pittsburgh Mills,8/16/2022 9:38,8/18/2022 13:13,136760,15342
8023,Butler,8/17/2021 19:16,8/19/2021 11:46,2956,15241
8024,Beaver,8/17/2021 19:16,8/23/2021 16:38,2956,15241
8025,McKees Rocks,8/17/2021 19:21,8/18/2021 16:32,12392,15017
8026,Butler,8/17/2021 19:25,8/19/2021 11:46,17087,15367
8027,Beaver,8/17/2021 19:47,8/23/2021 18:55,2223,15317
8028,McKees Rocks,8/17/2021 19:48,8/19/2021 11:58,2223,15317
8029,Washington,8/17/2021 19:48,8/23/2021 18:52,2223,15317
8030,Butler,8/17/2021 21:54,8/23/2021 18:02,3567,15301
8031,Washington,8/17/2021 21:57,8/19/2021 13:11,11565,15317
8032,McKees Rocks,8/17/2021 21:59,8/18/2021 16:41,3570,15241
8033,Butler,8/17/2021 22:05,8/19/2021 11:46,9032,15241
8034,Beaver,8/17/2021 22:06,8/23/2021 16:50,9032,15241
8035,McKees Rocks,8/17/2021 22:17,8/19/2021 11:46,8240,15317
8036,Beaver,8/17/2022 0:39,8/18/2022 12:10,124728,15055
8037,Pittsburgh Mills,8/17/2022 0:41,8/18/2022 12:10,124728,15055
8038,Beaver,8/17/2022 0:50,8/18/2022 11:26,99368,15221
8039,Washington Big Box,8/17/2022 10:00,8/18/2022 15:57,63928,15102
8040,Butler,8/17/2022 10:02,8/23/2022 9:19,198832,15203
8041,Washington,8/17/2022 10:40,8/19/2022 15:34,230364,15237
8042,Washington,8/17/2022 10:52,8/19/2022 12:07,120804,15044
8043,Washington,8/17/2022 10:57,8/18/2022 14:43,10013,15317
8044,Washington Big Box,8/17/2022 11:07,8/18/2022 14:39,225894,15317
8045,Butler,8/17/2022 11:15,8/24/2022 12:52,155930,15237
8046,Butler,8/17/2022 11:57,8/29/2022 10:02,11396,15220
8047,McKees Rocks,8/17/2022 12:03,8/19/2022 14:07,233162,15237
8048,Washington Big Box,8/17/2022 12:22,8/19/2022 15:20,47136,15237
8049,Washington,8/17/2022 13:08,8/23/2022 16:36,142762,15205
8050,Butler,8/17/2022 14:48,8/23/2022 12:33,142718,15236
8051,Pittsburgh Mills,8/17/2022 16:50,8/22/2022 9:12,98234,15217
8052,Pittsburgh Mills,8/17/2022 17:31,8/23/2022 14:32,187285,15317
8053,Washington,8/17/2022 17:49,8/19/2022 12:36,205068,15224
8054,McKees Rocks,8/17/2022 18:20,8/22/2022 10:19,230810,15216
8055,Pittsburgh Mills,8/17/2022 2:21,8/18/2022 11:50,104347,15241
8056,Pittsburgh Mills,8/17/2022 21:52,8/23/2022 14:19,176385,15342
8057,Washington,8/17/2022 22:01,8/19/2022 16:12,175023,15212
8058,Pittsburgh Mills,8/17/2022 22:03,8/22/2022 9:30,65699,15222
8059,Pittsburgh Mills,8/17/2022 22:15,8/22/2022 11:47,14443,15227
8060,McKees Rocks,8/17/2022 22:23,8/18/2022 13:16,176385,15342
8061,Washington,8/17/2022 22:32,8/19/2022 13:04,190932,15044
8062,Pittsburgh Mills,8/17/2022 23:09,8/22/2022 10:18,230810,15216
8063,Washington,8/17/2022 23:23,8/23/2022 11:49,124728,15055
8064,Washington,8/17/2022 23:26,8/22/2022 15:56,202234,15221
8065,Washington,8/17/2022 23:31,8/22/2022 13:25,172504,15017
8066,Pittsburgh Mills,8/17/2022 23:32,8/22/2022 15:59,202234,15221
8067,McKees Rocks,8/17/2022 3:54,8/18/2022 12:38,208932,15317
8068,Washington,8/17/2022 4:04,8/19/2022 12:28,223623,15044
8069,Washington,8/17/2022 6:15,8/18/2022 10:04,175408,15143
8070,Butler,8/17/2022 6:15,8/18/2022 10:05,175408,15143
8071,Beaver,8/17/2022 6:23,8/18/2022 11:42,40423,15220
8072,Butler,8/17/2022 6:23,8/18/2022 11:45,40423,15220
8073,Beaver,8/17/2022 6:25,8/18/2022 10:44,234263,15209
8074,Pittsburgh Mills,8/17/2022 6:40,8/18/2022 15:19,45330,15317
8075,Pittsburgh Mills,8/17/2022 7:32,8/22/2022 10:51,2817,15241
8076,Butler,8/17/2022 7:33,8/22/2022 10:51,2817,15241
8077,Washington,8/17/2022 7:33,8/22/2022 10:53,2817,15241
8078,Butler,8/17/2022 7:35,8/18/2022 10:07,98934,15228
8079,Washington,8/17/2022 7:36,8/18/2022 9:18,220585,15106
8080,Washington,8/17/2022 7:44,8/23/2022 15:32,16013,15057
8081,Pittsburgh Mills,8/17/2022 7:55,8/17/2022 17:16,23210,15120
8082,Washington,8/17/2022 8:00,8/17/2022 15:34,119778,15214
8083,Washington,8/17/2022 8:20,8/23/2022 14:02,98640,15235
8084,Butler,8/17/2022 8:33,8/23/2022 11:50,124728,15055
8085,Washington Big Box,8/17/2022 8:37,8/18/2022 16:32,14443,15227
8086,Pittsburgh Mills,8/17/2022 8:49,8/23/2022 14:19,210483,15221
8087,Butler,8/17/2022 9:03,8/24/2022 13:02,52889,15044
8088,McKees Rocks,8/17/2022 9:04,8/19/2022 12:50,52889,15044
8089,Washington,8/18/2021 19:33,8/19/2021 13:12,11565,15317
8090,Butler,8/18/2021 19:53,8/23/2021 20:11,30488,15205
8091,Beaver,8/18/2021 8:33,8/23/2021 17:06,2817,15241
8092,Butler,8/18/2021 8:33,8/23/2021 17:07,2817,15241
8093,McKees Rocks,8/18/2022 0:32,8/18/2022 10:47,18276,15212
8094,Washington,8/18/2022 10:32,8/22/2022 10:06,65176,15216
8095,Washington,8/18/2022 11:49,8/22/2022 11:48,108193,15237
8096,Washington,8/18/2022 12:01,8/23/2022 14:19,176385,15342
8097,Washington Big Box,8/18/2022 12:18,8/22/2022 9:48,49260,15217
8098,Washington,8/18/2022 12:18,8/22/2022 9:38,49260,15217
8099,Washington,8/18/2022 13:00,8/22/2022 11:54,183504,15236
8100,Pittsburgh Mills,8/18/2022 14:08,8/19/2022 14:17,155930,15237
8101,Washington,8/18/2022 14:55,8/22/2022 11:06,7499,15234
8102,McKees Rocks,8/18/2022 21:14,8/22/2022 13:52,156186,15090
8103,Washington Big Box,8/18/2022 21:19,8/22/2022 10:45,6155,15143
8104,Butler,8/18/2022 21:31,8/23/2022 13:23,75005,15129
8105,Washington,8/18/2022 21:46,8/23/2022 14:46,222747,15102
8106,Pittsburgh Mills,8/18/2022 22:21,8/19/2022 13:34,68845,15044
8107,Washington,8/18/2022 22:46,8/23/2022 13:03,110854,15236
8108,Washington,8/18/2022 22:50,8/22/2022 10:42,15776,15227
8109,Beaver,8/18/2022 22:50,8/23/2022 10:33,184734,15226
8110,McKees Rocks,8/18/2022 22:50,8/22/2022 10:40,15776,15227
8111,Washington,8/18/2022 22:50,8/23/2022 12:27,564,15317
